TIMESTAMP,STATE,ACTION,REWARD,NEXT_STATE
1670272716.7233784,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",19,91.80449438971168,"[7.92500000e+01 8.71560976e+01 0.00000000e+00 8.71560976e+01
 3.15900000e+03 2.00000000e+00 0.00000000e+00 1.00000000e+00
 3.63292198e+01 1.00000000e+00 1.00000000e+00 0.00000000e+00
 2.12465703e-01 1.21173086e+05 0.00000000e+00 0.00000000e+00
 1.20093086e+05 1.14694491e+05 2.00000000e+01 1.00000000e+00
 1.06354945e+05 1.76267955e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50057714e+07 1.09558659e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.84855909e+08
 1.75734736e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.00000000e+00]"
1670272722.4096117,"[7.92500000e+01 8.71560976e+01 0.00000000e+00 8.71560976e+01
 3.15900000e+03 2.00000000e+00 0.00000000e+00 1.00000000e+00
 3.63292198e+01 1.00000000e+00 1.00000000e+00 0.00000000e+00
 1.16220026e+01 1.21173086e+05 0.00000000e+00 0.00000000e+00
 1.20093086e+05 1.14694491e+05 2.00000000e+01 1.00000000e+00
 1.06354945e+05 1.76267955e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50057714e+07 1.09558659e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.84855909e+08
 1.75734736e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.00000000e+00]",16,92.55393935878203,"[7.87500000e+01 9.09401951e+01 0.00000000e+00 9.09401951e+01
 3.15900000e+03 2.00000000e+00 0.00000000e+00 1.00000000e+00
 6.32921600e+01 2.00000000e+00 1.00000000e+00 0.00000000e+00
 2.66793847e-01 1.21282769e+05 0.00000000e+00 0.00000000e+00
 1.20202769e+05 1.14816769e+05 2.00000000e+01 1.00000000e+00
 1.06386846e+05 1.76306846e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50297692e+07 1.09600923e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.84863957e+08
 1.75776923e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
1670272765.6545684,"[7.87500000e+01 9.09401951e+01 0.00000000e+00 9.09401951e+01
 3.15900000e+03 2.00000000e+00 0.00000000e+00 1.00000000e+00
 6.32921600e+01 2.00000000e+00 1.00000000e+00 0.00000000e+00
 2.66793847e-01 1.21282769e+05 0.00000000e+00 0.00000000e+00
 1.20202769e+05 1.14816769e+05 2.00000000e+01 1.00000000e+00
 1.06386846e+05 1.76306846e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50297692e+07 1.09600923e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.84863957e+08
 1.75776923e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",12,98.1742279389924,"[8.45000000e+01 9.11713171e+01 0.00000000e+00 9.11713171e+01
 3.16000000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 4.89730606e+01 2.00000000e+00 1.00000000e+00 0.00000000e+00
 1.25432014e-02 1.21289944e+05 0.00000000e+00 0.00000000e+00
 1.20209944e+05 1.14823944e+05 2.00000000e+01 1.00000000e+00
 1.06393949e+05 1.76313949e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50305497e+07 1.09608764e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.84865488e+08
 1.75784764e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.00000000e+00]"
1670272772.3079815,"[8.45000000e+01 9.11713171e+01 0.00000000e+00 9.11713171e+01
 3.16000000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 4.89730606e+01 2.00000000e+00 1.00000000e+00 0.00000000e+00
 5.95410317e+00 1.21289944e+05 0.00000000e+00 0.00000000e+00
 1.20209944e+05 1.14823944e+05 2.00000000e+01 1.00000000e+00
 1.06393949e+05 1.76313949e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50305497e+07 1.09608764e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.84865488e+08
 1.75784764e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.00000000e+00]",23,97.70261989311854,"[8.22500000e+01 9.10844878e+01 0.00000000e+00 9.10844878e+01
 3.16000000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 4.89730606e+01 4.00000000e+00 1.00000000e+00 0.00000000e+00
 3.30683589e-03 1.21391636e+05 0.00000000e+00 0.00000000e+00
 1.20311636e+05 1.14931455e+05 2.00000000e+01 1.72727273e+00
 1.06501455e+05 1.76577545e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50423595e+07 1.09721909e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.85269362e+08
 1.76062636e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
1670272867.6794147,"[8.22500000e+01 9.10844878e+01 0.00000000e+00 9.10844878e+01
 3.16000000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 4.89730606e+01 4.00000000e+00 1.00000000e+00 0.00000000e+00
 3.30683589e-03 1.21391636e+05 0.00000000e+00 0.00000000e+00
 1.20311636e+05 1.14931455e+05 2.00000000e+01 1.72727273e+00
 1.06501455e+05 1.76577545e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50423595e+07 1.09721909e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.85269362e+08
 1.76062636e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",15,97.14305114610296,"[8.15000000e+01 9.20801951e+01 0.00000000e+00 9.20801951e+01
 3.16300000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 6.69483541e+01 2.00000000e+00 1.00000000e+00 0.00000000e+00
 1.18268132e-02 1.21478951e+05 0.00000000e+00 0.00000000e+00
 1.20398951e+05 1.15028951e+05 2.00000000e+01 1.00000000e+00
 1.06582953e+05 1.76869953e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50504054e+07 1.09798851e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.85676902e+08
 1.76341851e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.00000000e+00]"
1670272873.2990844,"[8.15000000e+01 9.20801951e+01 0.00000000e+00 9.20801951e+01
 3.16300000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 6.69483541e+01 2.00000000e+00 1.00000000e+00 0.00000000e+00
 1.60692550e+01 1.21478951e+05 0.00000000e+00 0.00000000e+00
 1.20398951e+05 1.15028951e+05 2.00000000e+01 1.00000000e+00
 1.06582953e+05 1.76869953e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50504054e+07 1.09798851e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.85676902e+08
 1.76341851e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.00000000e+00]",7,96.73930465751307,"[6.87500000e+01 9.06593171e+01 0.00000000e+00 9.06593171e+01
 3.16300000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 4.89730606e+01 2.00000000e+00 5.00000000e-01 5.00000000e-01
 1.28853321e-02 1.21576389e+05 0.00000000e+00 0.00000000e+00
 1.20496389e+05 1.15166611e+05 2.00000000e+01 1.27777778e+00
 1.06681667e+05 1.77197972e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50607834e+07 1.09899194e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.86171018e+08
 1.76675111e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.00000000e+00]"
1670272879.940855,"[6.87500000e+01 9.06593171e+01 0.00000000e+00 9.06593171e+01
 3.16300000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 4.89730606e+01 2.00000000e+00 5.00000000e-01 5.00000000e-01
 1.23275518e-02 1.21576389e+05 0.00000000e+00 0.00000000e+00
 1.20496389e+05 1.15166611e+05 2.00000000e+01 1.27777778e+00
 1.06681667e+05 1.77197972e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50607834e+07 1.09899194e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.86171018e+08
 1.76675111e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.00000000e+00]",33,96.56705267154881,"[7.22500000e+01 9.02740488e+01 0.00000000e+00 9.02740488e+01
 3.16300000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 4.89730606e+01 2.00000000e+00 0.00000000e+00 1.00000000e+00
 1.00954771e-02 1.21743783e+05 0.00000000e+00 0.00000000e+00
 1.20663783e+05 1.15493891e+05 2.00000000e+01 1.41304348e+00
 1.06848630e+05 1.78315304e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50780318e+07 1.10065413e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.87880847e+08
 1.77796500e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.00000000e+00]"
1670272934.7785296,"[7.22500000e+01 9.02740488e+01 0.00000000e+00 9.02740488e+01
 3.16300000e+03 3.00000000e+00 0.00000000e+00 1.00000000e+00
 4.89730606e+01 2.00000000e+00 0.00000000e+00 1.00000000e+00
 1.00954771e-02 1.21743783e+05 0.00000000e+00 0.00000000e+00
 1.20663783e+05 1.15493891e+05 2.00000000e+01 1.41304348e+00
 1.06848630e+05 1.78315304e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.50780318e+07 1.10065413e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.87880847e+08
 1.77796500e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.00000000e+00]",18,4.830982073741182e-05,"[9.57500000e+01 9.24875122e+01 0.00000000e+00 9.24875122e+01
 3.16500000e+03 4.00000000e+00 0.00000000e+00 1.00000000e+00
 3.63292198e+01 2.00000000e+00 0.00000000e+00 1.00000000e+00
 2.99978293e+00 1.21879388e+05 0.00000000e+00 0.00000000e+00
 1.20799388e+05 1.15706836e+05 2.00000000e+01 1.03358209e+00
 1.06919634e+05 1.78789302e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.51044717e+07 1.10141418e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.88546175e+08
 1.78263276e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.00000000e+00]"
1670272939.368771,"[9.57500000e+01 9.24875122e+01 0.00000000e+00 9.24875122e+01
 3.16500000e+03 4.00000000e+00 0.00000000e+00 1.00000000e+00
 3.63292198e+01 2.00000000e+00 0.00000000e+00 1.00000000e+00
 1.00598455e+01 1.21879388e+05 0.00000000e+00 0.00000000e+00
 1.20799388e+05 1.15706836e+05 2.00000000e+01 1.03358209e+00
 1.06919634e+05 1.78789302e+05 3.49400000e+03 0.00000000e+00
 3.00000000e+00 1.51044717e+07 1.10141418e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.88546175e+08
 1.78263276e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.00000000e+00]",1,91.85561560295292,"[8.00000000e+01 9.30250732e+01 0.00000000e+00 9.30250732e+01
 3.16500000e+03 4.00000000e+00 0.00000000e+00 1.00000000e+00
 2.68276634e+01 2.00000000e+00 0.00000000e+00 1.00000000e+00
 2.13793814e-01 1.21936962e+05 0.00000000e+00 0.00000000e+00
 1.20856962e+05 1.15775962e+05 2.00000000e+01 1.34615385e+00
 1.06944923e+05 1.78821769e+05 3.49403846e+03 0.00000000e+00
 3.00000000e+00 1.51228376e+07 1.10172615e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.88552686e+08
 1.78296538e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.00000000e+00]"
1670272982.7801116,"[8.00000000e+01 9.30250732e+01 0.00000000e+00 9.30250732e+01
 3.16500000e+03 4.00000000e+00 0.00000000e+00 1.00000000e+00
 2.68276634e+01 2.00000000e+00 0.00000000e+00 1.00000000e+00
 2.13793814e-01 1.21936962e+05 0.00000000e+00 0.00000000e+00
 1.20856962e+05 1.15775962e+05 2.00000000e+01 1.34615385e+00
 1.06944923e+05 1.78821769e+05 3.49403846e+03 0.00000000e+00
 3.00000000e+00 1.51228376e+07 1.10172615e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.88552686e+08
 1.78296538e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.00000000e+00]",21,6.132042993805186e-05,"[9.27500000e+01 9.21133659e+01 0.00000000e+00 9.21133659e+01
 3.16600000e+03 4.00000000e+00 0.00000000e+00 1.00000000e+00
 3.08075771e+01 2.00000000e+00 0.00000000e+00 1.00000000e+00
 2.99989161e+00 1.22053781e+05 0.00000000e+00 0.00000000e+00
 1.20973781e+05 1.15920449e+05 2.00000000e+01 1.03571429e+00
 1.06987107e+05 1.78879913e+05 3.50715306e+03 0.00000000e+00
 3.00000000e+00 1.51506924e+07 1.10223245e+05 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.88562479e+08
 1.78349995e+05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.00000000e+00]"
